aspect	1050	5	11	Knives	1050-aspect0	unknown	related
aspect	1050	20	25	Money	1050-aspect1	unknown	related
aspect	1050	41	47	knives	1050-aspect2	unknown	related
aspect	1050	54	67	70$ knife set	1050-aspect3	unknown	related
aspect	1050	158	163	steel	1050-aspect4	unknown	related
aspect	1050	169	188	sides of the knives	1050-aspect5	unknown	related
aspect	1050	214	221	notches	1050-aspect6	unknown	related
aspect	1050	295	302	notches	1050-aspect7	unknown	related
aspect	1050	324	334	vegetables	1050-aspect8	unknown	related
aspect	1050	451	458	Henckel	1050-aspect9	unknown	foreign
aspect	1050	462	468	Wustof	1050-aspect10	unknown	foreign
aspect	1050	495	501	knives	1050-aspect11	unknown	related
subjective	1050	0	4	Good	1050-subjective12	positive	related
subjective	1050	36	40	nice	1050-subjective13	positive	related
subjective	1050	78	105	wouldn't be worth much more	1050-subjective14	negative	related
subjective	1050	142	157	relatively nice	1050-subjective15	positive	related
subjective	1050	193	205	not polished	1050-subjective16	negative	related
subjective	1050	247	252	rough	1050-subjective17	negative	related
subjective	1050	422	429	upgrade	1050-subjective18	negative	related
subjective	1050	507	517	serve fine	1050-subjective19	positive	related
aspect	1051	23	29	knives	1051-aspect0	unknown	related
aspect	1051	51	60	other set	1051-aspect1	unknown	foreign
aspect	1051	170	175	these	1051-aspect2	unknown	related
aspect	1051	211	219	the ones	1051-aspect3	unknown	foreign
aspect	1051	240	247	quality	1051-aspect4	unknown	related
aspect	1051	263	267	They	1051-aspect5	unknown	related
aspect	1051	313	317	look	1051-aspect6	unknown	related
aspect	1051	343	351	scissors	1051-aspect7	unknown	related
aspect	1051	475	478	set	1051-aspect8	unknown	related
aspect	1051	495	499	they	1051-aspect9	unknown	related
aspect	1051	517	528	Another set	1051-aspect10	unknown	foreign
subjective	1051	2	16	seriously LOVE	1051-subjective11	positive	related
subjective	1051	74	79	broke	1051-subjective12	positive	related
subjective	1051	84	94	fell apart	1051-subjective13	positive	related
subjective	1051	180	186	great!	1051-subjective14	positive	related
subjective	1051	251	261	unbeatable	1051-subjective15	positive	related
subjective	1051	272	277	thick	1051-subjective16	positive	related
subjective	1051	282	292	very sharp	1051-subjective17	positive	related
subjective	1051	318	323	great	1051-subjective18	positive	related
subjective	1051	352	379	could have been made better	1051-subjective19	negative	related
subjective	1051	381	393	did not like	1051-subjective20	negative	related
subjective	1051	479	486	5 stars	1051-subjective21	positive	related
subjective	1051	500	515	really are good	1051-subjective22	positive	related
subjective	1051	580	598	still going strong	1051-subjective23	negative	related
aspect	1052	11	17	knives	1052-aspect0	unknown	related
aspect	1052	97	101	they	1052-aspect1	unknown	related
aspect	1052	202	206	they	1052-aspect2	unknown	related
subjective	1052	0	4	Love	1052-subjective3	positive	related
subjective	1052	106	154	still almost as sharp as they day we bought them	1052-subjective4	positive	related
subjective	1052	157	174	Hold an edge well	1052-subjective5	positive	related
subjective	1052	192	196	like	1052-subjective6	positive	related
subjective	1052	211	223	not so heavy	1052-subjective7	positive	related
subjective	1052	226	271	Looking forward to many happy days of cooking	1052-subjective8	positive	related
