aspect	1200	6	13	Toaster	1200-aspect0	unknown	related
aspect	1200	62	107	Hamilton Beach Classic Chrome 4-Slice Toaster	1200-aspect1	unknown	related
aspect	1200	136	142	priced	1200-aspect2	unknown	related
aspect	1200	205	228	Hamilton Beach products	1200-aspect3	unknown	related
aspect	1200	236	243	toaster	1200-aspect4	unknown	related
aspect	1200	261	266	looks	1200-aspect5	unknown	related
aspect	1200	313	316	use	1200-aspect6	unknown	related
aspect	1200	327	329	it	1200-aspect7	unknown	related
subjective	1200	0	5	Great	1200-subjective8	positive	related
subjective	1200	125	135	reasonably	1200-subjective9	positive	related
subjective	1200	165	188	never been disappointed	1200-subjective10	positive	related
subjective	1200	247	259	very stylish	1200-subjective11	positive	related
subjective	1200	267	272	great	1200-subjective12	positive	related
subjective	1200	295	309	extremely easy	1200-subjective13	positive	related
subjective	1200	355	368	no complaints	1200-subjective14	positive	related
aspect	1201	10	22	Toaster Oven	1201-aspect0	unknown	related
aspect	1201	85	97	toaster oven	1201-aspect1	unknown	related
aspect	1201	216	221	bakes	1201-aspect2	unknown	related
aspect	1201	234	253	Frozen french fries	1201-aspect3	unknown	related
aspect	1201	255	265	tater tots	1201-aspect4	unknown	related
aspect	1201	267	282	chicken breasts	1201-aspect5	unknown	related
aspect	1201	314	324	layer cake	1201-aspect6	unknown	related
aspect	1201	340	347	cookies	1201-aspect7	unknown	related
aspect	1201	351	365	cinnamon rolls	1201-aspect8	unknown	related
aspect	1201	394	399	works	1201-aspect9	unknown	related
aspect	1201	425	434	hamburger	1201-aspect10	unknown	related
aspect	1201	436	443	hot dog	1201-aspect11	unknown	related
aspect	1201	449	459	hoagy buns	1201-aspect12	unknown	related
aspect	1201	475	485	bagel mode	1201-aspect13	unknown	related
aspect	1201	505	510	bread	1201-aspect14	unknown	related
aspect	1201	551	556	bread	1201-aspect15	unknown	related
aspect	1201	594	610	darkness control	1201-aspect16	unknown	related
aspect	1201	732	738	beeper	1201-aspect17	unknown	related
aspect	1201	747	755	toasting	1201-aspect18	unknown	related
aspect	1201	760	774	bagel function	1201-aspect19	unknown	related
aspect	1201	800	805	toast	1201-aspect20	unknown	related
aspect	1201	1023	1028	items	1201-aspect21	unknown	related
aspect	1201	1044	1059	replacement pan	1201-aspect22	unknown	related
aspect	1201	1116	1125	Cuisinart	1201-aspect23	unknown	related
aspect	1201	1136	1158	other replacement pans	1201-aspect24	unknown	foreign
aspect	1201	1215	1228	10" x 11" pan	1201-aspect25	unknown	related
aspect	1201	1307	1312	fries	1201-aspect26	unknown	related
aspect	1201	1316	1326	tater tots	1201-aspect27	unknown	related
aspect	1201	1370	1403	skinless boneless chicken breasts	1201-aspect28	unknown	related
aspect	1201	1416	1429	grilling rack	1201-aspect29	unknown	related
aspect	1201	1465	1467	It	1201-aspect30	unknown	related
aspect	1201	1489	1495	baking	1201-aspect31	unknown	related
aspect	1201	1548	1556	big oven	1201-aspect32	unknown	foreign
aspect	1201	1589	1591	It	1201-aspect33	unknown	related
aspect	1201	1635	1638	pan	1201-aspect34	unknown	related
aspect	1201	1759	1764	pizza	1201-aspect35	unknown	related
aspect	1201	1772	1781	microwave	1201-aspect36	unknown	foreign
aspect	1201	1823	1825	it	1201-aspect37	unknown	related
aspect	1201	1846	1848	it	1201-aspect38	unknown	related
aspect	1201	1870	1875	bread	1201-aspect39	unknown	related
subjective	1201	222	231	very well	1201-subjective40	positive	related
subjective	1201	294	303	too small	1201-subjective41	negative	related
subjective	1201	375	384	very well	1201-subjective42	positive	related
subjective	1201	400	411	fairly well	1201-subjective43	positive	related
subjective	1201	562	580	little frustrating	1201-subjective44	negative	related
subjective	1201	614	626	so sensitive	1201-subjective45	negative	related
subjective	1201	957	967	complaints	1201-subjective46	negative	related
subjective	1201	990	1007	need a flashlight	1201-subjective47	negative	related
subjective	1201	1060	1087	costs $20.00 (plus shipping	1201-subjective48	negative	related
subjective	1201	1096	1110	only available	1201-subjective49	negative	related
subjective	1201	1193	1205	much smaller	1201-subjective50	negative	related
subjective	1201	1257	1261	like	1201-subjective51	positive	related
