aspect	2250	7	18	Staubsauger	2250-aspect0	unknown	related
aspect	2250	23	37	Preis Leistung	2250-aspect1	unknown	related
aspect	2250	54	65	Staubsauger	2250-aspect2	unknown	related
aspect	2250	89	100	Rezensionen	2250-aspect3	unknown	related
aspect	2250	105	111	Amazon	2250-aspect4	unknown	related
aspect	2250	134	152	Stiftung Warentest	2250-aspect5	unknown	related
aspect	2250	169	181	alte Siemens	2250-aspect6	unknown	foreign
aspect	2250	243	246	VSZ	2250-aspect7	unknown	related
aspect	2250	265	277	Saugleistung	2250-aspect8	unknown	related
aspect	2250	317	327	Hundehaare	2250-aspect9	unknown	related
aspect	2250	385	391	Bürste	2250-aspect10	unknown	foreign
subjective	2250	0	6	Bester	2250-subjective11	positive	related
subjective	2250	38	41	Top	2250-subjective12	positive	related
subjective	2250	79	88	positiven	2250-subjective13	positive	related
subjective	2250	120	129	Bewertung	2250-subjective14	positive	related
subjective	2250	251	256	Super	2250-subjective15	positive	related
subjective	2250	282	294	hervorragend	2250-subjective16	positive	related
subjective	2250	296	308	total leise!	2250-subjective17	positive	related
subjective	2250	345	359	fast) alle weg	2250-subjective18	positive	related
aspect	2251	105	111	dieser	2251-aspect0	unknown	related
aspect	2251	182	206	Halterung für den Beutel	2251-aspect1	unknown	related
aspect	2251	257	272	Original Beutel	2251-aspect2	unknown	related
aspect	2251	321	327	Beutel	2251-aspect3	unknown	related
aspect	2251	399	406	Saugers	2251-aspect4	unknown	related
aspect	2251	415	423	Leistung	2251-aspect5	unknown	related
aspect	2251	494	514	Aufroller fürs Kabel	2251-aspect6	unknown	related
aspect	2251	686	721	Auswuchtung oben am Griff des Rohrs	2251-aspect7	unknown	related
aspect	2251	882	888	Sauger	2251-aspect8	unknown	related
aspect	2251	910	916	Amazon	2251-aspect9	unknown	related
subjective	2251	124	148	Abstand am schlechtesten	2251-subjective10	negative	related
subjective	2251	228	239	abgebrochen	2251-subjective11	negative	related
subjective	2251	302	315	Schwachstelle	2251-subjective12	negative	related
subjective	2251	328	353	wollte nie richtig halten	2251-subjective13	negative	related
subjective	2251	377	384	Schmutz	2251-subjective14	negative	related
subjective	2251	424	446	ließ entsprechend nach	2251-subjective15	negative	related
subjective	2251	487	492	Manko	2251-subjective16	negative	related
subjective	2251	539	558	nicht mehr tadellos	2251-subjective17	negative	related
subjective	2251	616	621	Manko	2251-subjective18	negative	related
subjective	2251	678	685	klobige	2251-subjective19	negative	related
subjective	2251	729	736	sperrig	2251-subjective20	negative	related
subjective	2251	754	765	unpraktisch	2251-subjective21	negative	related
subjective	2251	830	865	Wie kann so etwas Testsieger werden	2251-subjective22	negative	related
aspect	2252	47	53	Sauger	2252-aspect0	unknown	related
aspect	2252	139	142	ihn	2252-aspect1	unknown	related
subjective	2252	0	14	Flüster-Sauger	2252-subjective2	positive	related
subjective	2252	24	34	begeistert	2252-subjective3	positive	related
subjective	2252	54	73	nicht so viele Watt	2252-subjective4	negative	related
aspect	2252	79	84	saugt	2252-aspect5	unknown	related
subjective	2252	88	104	sehr zuverlässig	2252-subjective6	positive	related
subjective	2252	109	126	äußerst gründlich	2252-subjective7	positive	related
subjective	2252	143	166	jederzeit wieder kaufen	2252-subjective8	positive	related
aspect	2253	16	20	Ware	2253-aspect0	unknown	related
aspect	2253	43	54	Staubsauger	2253-aspect1	unknown	related
aspect	2253	87	94	Zubehör	2253-aspect2	unknown	related
aspect	2253	95	104	Lieferung	2253-aspect3	unknown	related
aspect	2253	166	173	Händler	2253-aspect4	unknown	related
aspect	2253	184	188	Ware	2253-aspect5	unknown	related
subjective	2253	0	15	Super zufrieden	2253-subjective6	positive	related
subjective	2253	21	32	einwandfrei	2253-subjective7	positive	related
subjective	2253	37	42	beste	2253-subjective8	positive	related
subjective	2253	81	86	gutes	2253-subjective9	positive	related
subjective	2253	105	117	superschnell	2253-subjective10	positive	related
subjective	2253	122	133	einwandfrei	2253-subjective11	positive	related
subjective	2253	138	153	super zufrieden	2253-subjective12	positive	related
subjective	2253	193	202	empfehlen	2253-subjective13	positive	related
aspect	2254	53	59	Sauger	2254-aspect0	unknown	related
aspect	2254	67	81	Preis/Leistung	2254-aspect1	unknown	related
aspect	2254	82	87	Saugt	2254-aspect2	unknown	related
aspect	2254	104	107	Ton	2254-aspect3	unknown	related
aspect	2254	124	131	Zubehör	2254-aspect4	unknown	related
subjective	2254	0	6	Super!	2254-subjective5	positive	related
subjective	2254	44	52	genialer	2254-subjective6	positive	related
subjective	2254	61	66	Super	2254-subjective7	positive	related
subjective	2254	88	91	gut	2254-subjective8	positive	related
subjective	2254	93	103	angenehmer	2254-subjective9	positive	related
subjective	2254	109	115	leicht	2254-subjective10	positive	related
subjective	2254	117	122	klein	2254-subjective11	positive	related
subjective	2254	132	135	gut	2254-subjective12	positive	related
subjective	2254	149	162	Nix zu mekern	2254-subjective13	positive	related
subjective	2254	163	182	immer gerne wieder!	2254-subjective14	positive	related
aspect	2255	6	12	sauger	2255-aspect0	unknown	related
aspect	2255	27	37	handhabung	2255-aspect1	unknown	related
aspect	2255	42	56	Preis Leistung	2255-aspect2	unknown	related
aspect	2255	75	80	Saugt	2255-aspect3	unknown	related
aspect	2255	106	115	Bedienung	2255-aspect4	unknown	related
aspect	2255	149	156	roehren	2255-aspect5	unknown	related
aspect	2255	172	180	saugkopf	2255-aspect6	unknown	related
subjective	2255	0	5	super	2255-subjective7	positive	related
subjective	2255	17	26	schlechte	2255-subjective8	negative	related
subjective	2255	63	73	in Ordnung	2255-subjective9	neutral	related
subjective	2255	81	95	wie der Teufel	2255-subjective10	positive	related
subjective	2255	120	133	abenteuerlich	2255-subjective11	negative	related
subjective	2255	157	170	gelingt nicht	2255-subjective12	negative	related
subjective	2255	189	203	gelenk zu viel	2255-subjective13	negative	related
subjective	2255	264	273	frechheit	2255-subjective14	negative	related
aspect	2256	6	13	Produkt	2256-aspect0	unknown	related
aspect	2256	26	51	Preis-Lesitungsverhältnis	2256-aspect1	unknown	related
aspect	2256	59	66	Produkt	2256-aspect2	unknown	related
aspect	2256	68	73	Saugt	2256-aspect3	unknown	related
aspect	2256	95	102	Zubehör	2256-aspect4	unknown	related
aspect	2256	110	121	Polsterdüse	2256-aspect5	unknown	related
aspect	2256	156	161	Kabel	2256-aspect6	unknown	related
aspect	2256	203	212	Fugendüse	2256-aspect7	unknown	related
aspect	2256	227	232	Räder	2256-aspect8	unknown	related
subjective	2256	0	5	Gutes	2256-subjective9	positive	related
subjective	2256	15	25	sehr gutes	2256-subjective10	positive	related
subjective	2256	53	58	Gutes	2256-subjective11	positive	related
subjective	2256	74	77	gut	2256-subjective12	positive	related
subjective	2256	83	88	leise	2256-subjective13	positive	related
subjective	2256	90	94	Viel	2256-subjective14	positive	related
subjective	2256	126	129	gut	2256-subjective15	positive	related
subjective	2256	136	145	praktisch	2256-subjective16	positive	related
subjective	2256	219	225	lauter	2256-subjective17	negative	related
subjective	2256	239	244	klein	2256-subjective18	negative	related
aspect	2257	5	14	Saugkraft	2257-aspect0	unknown	related
aspect	2257	22	41	Siemens Staubsauger	2257-aspect1	unknown	related
aspect	2257	74	81	Teppich	2257-aspect2	unknown	related
aspect	2257	106	118	Bodenfliesen	2257-aspect3	unknown	related
aspect	2257	120	122	Er	2257-aspect4	unknown	related
aspect	2257	144	151	Gewicht	2257-aspect5	unknown	related
subjective	2257	0	4	Gute	2257-subjective6	positive	related
subjective	2257	51	60	überzeugt	2257-subjective7	positive	related
subjective	2257	127	135	handlich	2257-subjective8	positive	related
subjective	2257	157	172	nicht zu schwer	2257-subjective9	positive	related
aspect	2258	57	64	Zubehör	2258-aspect0	unknown	related
aspect	2258	112	117	Saugt	2258-aspect1	unknown	related
aspect	2258	131	138	Teppich	2258-aspect2	unknown	related
aspect	2258	143	150	Laminat	2258-aspect3	unknown	related
subjective	2258	0	14	sehr zufrieden	2258-subjective4	positive	related
subjective	2258	15	25	sehr leise	2258-subjective5	positive	related
subjective	2258	30	38	handlich	2258-subjective6	positive	related
subjective	2258	118	126	sehr gut	2258-subjective7	positive	related
aspect	2259	22	34	Staubsaugern	2259-aspect0	unknown	related
aspect	2259	49	58	Lieferung	2259-aspect1	unknown	related
aspect	2259	63	69	Amazon	2259-aspect2	unknown	related
aspect	2259	74	85	Staubsauger	2259-aspect3	unknown	related
aspect	2259	155	166	Bewertungen	2259-aspect4	unknown	related
aspect	2259	456	463	Siemens	2259-aspect5	unknown	related
aspect	2259	649	654	Preis	2259-aspect6	unknown	related
aspect	2259	695	706	Staubsauger	2259-aspect7	unknown	related
aspect	2259	847	859	Saugleistung	2259-aspect8	unknown	related
aspect	2259	867	874	Zubehör	2259-aspect9	unknown	related
