aspect	2150	10	19	Mülleimer	2150-aspect0	unknown	related
aspect	2150	96	102	Auszug	2150-aspect1	unknown	related
aspect	2150	179	181	es	2150-aspect2	unknown	related
subjective	2150	0	5	Passt	2150-subjective3	positive	related
aspect	2150	65	74	montieren	2150-aspect4	unknown	related
subjective	2150	33	45	sehr einfach	2150-subjective5	positive	related
subjective	2150	84	91	klemmte	2150-subjective6	negative	related
subjective	2150	147	164	seeehr verbessert	2150-subjective7	positive	related
subjective	2150	199	209	praktisch!	2150-subjective8	positive	related
aspect	2151	18	24	Modell	2151-aspect0	unknown	related
aspect	2151	41	50	Vorgänger	2151-aspect1	unknown	foreign
aspect	2151	233	246	dieses Modell	2151-aspect2	unknown	related
aspect	2151	334	341	Gehäuse	2151-aspect3	unknown	related
aspect	2151	468	478	Vollauszug	2151-aspect4	unknown	related
aspect	2151	490	498	Behälter	2151-aspect5	unknown	related
aspect	2151	530	537	Deckels	2151-aspect6	unknown	related
aspect	2151	561	567	Deckel	2151-aspect7	unknown	related
aspect	2151	638	650	Kerhschaufel	2151-aspect8	unknown	related
aspect	2151	652	662	Müllbeutel	2151-aspect9	unknown	related
subjective	2151	0	10	Zweckmäßig	2151-subjective10	positive	related
subjective	2151	183	213	instabiler, nervender Fehlkauf	2151-subjective11	positive	related
subjective	2151	224	232	Nicht so	2151-subjective12	positive	related
subjective	2151	342	381	schliesst mit einem spürbaren Einrasten	2151-subjective13	positive	related
subjective	2151	411	456	nicht zu viel schlechter Geruch nach draussen	2151-subjective14	positive	related
subjective	2151	546	555	entnehmen	2151-subjective15	positive	related
subjective	2151	580	591	unbeweglich	2151-subjective16	positive	related
subjective	2151	616	633	praktische Ablage	2151-subjective17	positive	related
aspect	2152	30	35	Preis	2152-aspect0	unknown	related
aspect	2152	44	51	Produkt	2152-aspect1	unknown	related
aspect	2152	76	82	Stände	2152-aspect2	unknown	related
aspect	2152	169	173	Sack	2152-aspect3	unknown	related
aspect	2152	181	188	Ständer	2152-aspect4	unknown	related
aspect	2152	233	240	Ständer	2152-aspect5	unknown	related
